,Airline,Source,Destination,Duration,Total stops,Price,Date,Year,Month,Day
0,Air France,NYC,PAR,7h 20m ,nonstop ,274.93,2022-02-01,2022,2,1
1,Air France,NYC,PAR,7h 20m ,nonstop ,274.93,2022-02-01,2022,2,1
2,Air France,NYC,PAR,7h 20m ,nonstop ,274.93,2022-02-01,2022,2,1
3,Air France,NYC,PAR,7h 10m ,nonstop ,330.13,2022-02-01,2022,2,1
4,Air France,NYC,PAR,7h 20m ,nonstop ,330.13,2022-02-01,2022,2,1
5,Air France,NYC,PAR,7h 30m ,nonstop ,330.13,2022-02-01,2022,2,1
6,Air France,NYC,PAR,7h 30m ,nonstop ,330.13,2022-02-01,2022,2,1
7,Lufthansa,NYC,PAR,7h 05m ,nonstop ,360.8,2022-02-01,2022,2,1
8,American Airlines,NYC,PAR,7h 20m ,nonstop ,360.8,2022-02-01,2022,2,1
9,United Airlines,NYC,PAR,7h 05m ,nonstop ,362.13,2022-02-01,2022,2,1
10,JetBlue,NYC,PAR,7h 20m ,nonstop ,435.73,2022-02-01,2022,2,1
11,TAP AIR PORTUGAL,NYC,PAR,10h 55m ,1 stop ,273.87,2022-02-01,2022,2,1
12,"Finnair, Iberia",NYC,PAR,10h 55m ,1 stop ,288.0,2022-02-01,2022,2,1
13,"Finnair, Air France",NYC,PAR,10h 15m ,1 stop ,318.13,2022-02-01,2022,2,1
14,SAS,NYC,PAR,11h 00m ,1 stop ,350.67,2022-02-01,2022,2,1
15,"TAP AIR PORTUGAL, Vueling",NYC,PAR,16h 35m ,1 stop ,268.53,2022-02-01,2022,2,1
16,"Finnair, Air Europa",NYC,PAR,16h 20m ,1 stop ,277.07,2022-02-01,2022,2,1
17,"TAP AIR PORTUGAL, Transavia France",NYC,PAR,12h 50m ,1 stop ,283.47,2022-02-01,2022,2,1
18,"Finnair, Iberia",NYC,PAR,10h 55m ,1 stop ,288.0,2022-02-01,2022,2,1
19,"Finnair, Iberia",NYC,PAR,13h 40m ,1 stop ,288.0,2022-02-01,2022,2,1
20,"Finnair, Air France",NYC,PAR,10h 15m ,1 stop ,318.13,2022-02-01,2022,2,1
21,"Finnair, Air France",NYC,PAR,11h 35m ,1 stop ,335.2,2022-02-01,2022,2,1
22,SAS,NYC,PAR,11h 00m ,1 stop ,350.67,2022-02-01,2022,2,1
23,United Airlines,NYC,PAR,9h 05m ,1 stop ,362.13,2022-02-01,2022,2,1
24,United Airlines,NYC,PAR,10h 09m ,1 stop ,362.13,2022-02-01,2022,2,1
25,United Airlines,NYC,PAR,10h 23m ,1 stop ,362.13,2022-02-01,2022,2,1
26,United Airlines,NYC,PAR,10h 50m ,1 stop ,362.13,2022-02-01,2022,2,1
27,United Airlines,NYC,PAR,11h 00m ,1 stop ,362.13,2022-02-01,2022,2,1
28,United Airlines,NYC,PAR,11h 40m ,1 stop ,362.13,2022-02-01,2022,2,1
29,United Airlines,NYC,PAR,11h 55m ,1 stop ,362.13,2022-02-01,2022,2,1
30,United Airlines,NYC,PAR,12h 40m ,1 stop ,362.13,2022-02-01,2022,2,1
31,United Airlines,NYC,PAR,12h 41m ,1 stop ,362.13,2022-02-01,2022,2,1
32,Delta,NYC,PAR,10h 10m ,1 stop ,365.33,2022-02-01,2022,2,1
33,Delta,NYC,PAR,11h 00m ,1 stop ,365.33,2022-02-01,2022,2,1
34,Delta,NYC,PAR,11h 05m ,1 stop ,365.33,2022-02-01,2022,2,1
35,Delta,NYC,PAR,11h 25m ,1 stop ,365.33,2022-02-01,2022,2,1
36,Delta,NYC,PAR,11h 30m ,1 stop ,365.33,2022-02-01,2022,2,1
37,Delta,NYC,PAR,11h 40m ,1 stop ,365.33,2022-02-01,2022,2,1
38,Delta,NYC,PAR,11h 40m ,1 stop ,365.33,2022-02-01,2022,2,1
39,Delta,NYC,PAR,11h 45m ,1 stop ,365.33,2022-02-01,2022,2,1
40,Delta,NYC,PAR,11h 46m ,1 stop ,365.33,2022-02-01,2022,2,1
41,Delta,NYC,PAR,11h 55m ,1 stop ,365.33,2022-02-01,2022,2,1
42,Delta,NYC,PAR,12h 10m ,1 stop ,365.33,2022-02-01,2022,2,1
43,Delta,NYC,PAR,12h 20m ,1 stop ,365.33,2022-02-01,2022,2,1
44,Air Canada,NYC,PAR,12h 04m ,1 stop ,366.4,2022-02-01,2022,2,1
45,Virgin Atlantic,NYC,PAR,11h 25m ,1 stop ,367.2,2022-02-01,2022,2,1
46,Air Canada,NYC,PAR,10h 05m ,1 stop ,368.8,2022-02-01,2022,2,1
47,Air Canada,NYC,PAR,11h 05m ,1 stop ,368.8,2022-02-01,2022,2,1
48,American Airlines,NYC,PAR,10h 55m ,1 stop ,374.67,2022-02-01,2022,2,1
49,Iberia,NYC,PAR,10h 55m ,1 stop ,376.27,2022-02-01,2022,2,1
50,SWISS,NYC,PAR,9h 45m ,1 stop ,378.13,2022-02-01,2022,2,1
51,SWISS,NYC,PAR,10h 40m ,1 stop ,378.13,2022-02-01,2022,2,1
52,Lufthansa,NYC,PAR,11h 00m ,1 stop ,379.2,2022-02-01,2022,2,1
53,American Airlines,NYC,PAR,9h 35m ,1 stop ,382.13,2022-02-01,2022,2,1
54,American Airlines,NYC,PAR,10h 05m ,1 stop ,382.13,2022-02-01,2022,2,1
55,American Airlines,NYC,PAR,10h 10m ,1 stop ,382.13,2022-02-01,2022,2,1
56,American Airlines,NYC,PAR,10h 20m ,1 stop ,382.13,2022-02-01,2022,2,1
57,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-02-01,2022,2,1
58,American Airlines,NYC,PAR,10h 40m ,1 stop ,382.13,2022-02-01,2022,2,1
59,Air France,NYC,PAR,10h 10m ,1 stop ,383.73,2022-02-01,2022,2,1
60,British Airways,NYC,PAR,10h 10m ,1 stop ,383.73,2022-02-01,2022,2,1
61,Delta,NYC,PAR,10h 15m ,1 stop ,384.53,2022-02-01,2022,2,1
62,Delta,NYC,PAR,10h 20m ,1 stop ,384.53,2022-02-01,2022,2,1
63,Virgin Atlantic,NYC,PAR,9h 50m ,1 stop ,386.67,2022-02-01,2022,2,1
64,"Finnair, Iberia Express",NYC,PAR,17h 10m ,1 stop ,278.67,2022-02-01,2022,2,1
65,"TAP AIR PORTUGAL, Air France",NYC,PAR,16h 15m ,1 stop ,326.4,2022-02-01,2022,2,1
66,United Airlines,NYC,PAR,13h 35m ,1 stop ,362.13,2022-02-01,2022,2,1
67,United Airlines,NYC,PAR,13h 50m ,1 stop ,362.13,2022-02-01,2022,2,1
68,United Airlines,NYC,PAR,14h 25m ,1 stop ,362.13,2022-02-01,2022,2,1
69,United Airlines,NYC,PAR,14h 31m ,1 stop ,362.13,2022-02-01,2022,2,1
70,United Airlines,NYC,PAR,14h 40m ,1 stop ,362.13,2022-02-01,2022,2,1
71,United Airlines,NYC,PAR,14h 45m ,1 stop ,362.13,2022-02-01,2022,2,1
72,United Airlines,NYC,PAR,16h 56m ,1 stop ,362.13,2022-02-01,2022,2,1
73,Air Canada,NYC,PAR,15h 50m ,1 stop ,363.2,2022-02-01,2022,2,1
74,Air Canada,NYC,PAR,15h 50m ,1 stop ,363.2,2022-02-01,2022,2,1
75,Air Canada,NYC,PAR,18h 05m ,1 stop ,363.2,2022-02-01,2022,2,1
76,Air Canada,NYC,PAR,20h 05m ,1 stop ,363.2,2022-02-01,2022,2,1
77,Air Canada,NYC,PAR,20h 15m ,1 stop ,363.2,2022-02-01,2022,2,1
78,Delta,NYC,PAR,12h 26m ,1 stop ,365.33,2022-02-01,2022,2,1
79,Delta,NYC,PAR,12h 35m ,1 stop ,365.33,2022-02-01,2022,2,1
80,Delta,NYC,PAR,12h 35m ,1 stop ,365.33,2022-02-01,2022,2,1
81,Delta,NYC,PAR,12h 40m ,1 stop ,365.33,2022-02-01,2022,2,1
82,Delta,NYC,PAR,12h 45m ,1 stop ,365.33,2022-02-01,2022,2,1
83,Delta,NYC,PAR,12h 50m ,1 stop ,365.33,2022-02-01,2022,2,1
84,Delta,NYC,PAR,12h 55m ,1 stop ,365.33,2022-02-01,2022,2,1
85,Delta,NYC,PAR,12h 55m ,1 stop ,365.33,2022-02-01,2022,2,1
86,Delta,NYC,PAR,12h 59m ,1 stop ,365.33,2022-02-01,2022,2,1
87,Delta,NYC,PAR,13h 00m ,1 stop ,365.33,2022-02-01,2022,2,1
88,Delta,NYC,PAR,13h 05m ,1 stop ,365.33,2022-02-01,2022,2,1
89,Delta,NYC,PAR,13h 10m ,1 stop ,365.33,2022-02-01,2022,2,1
90,Lufthansa,NYC,PAR,7h 05m ,nonstop ,360.8,2022-02-02,2022,2,2
91,American Airlines,NYC,PAR,7h 20m ,nonstop ,360.8,2022-02-02,2022,2,2
92,Delta,NYC,PAR,7h 20m ,nonstop ,360.8,2022-02-02,2022,2,2
93,Air France,NYC,PAR,7h 20m ,nonstop ,362.13,2022-02-02,2022,2,2
94,Air France,NYC,PAR,7h 10m ,nonstop ,367.47,2022-02-02,2022,2,2
95,JetBlue,NYC,PAR,7h 20m ,nonstop ,435.73,2022-02-02,2022,2,2
96,SAS,NYC,PAR,11h 00m ,1 stop ,350.67,2022-02-02,2022,2,2
97,American Airlines,NYC,PAR,10h 25m ,1 stop ,374.67,2022-02-02,2022,2,2
98,SWISS,NYC,PAR,10h 40m ,1 stop ,378.13,2022-02-02,2022,2,2
99,American Airlines,NYC,PAR,9h 50m ,1 stop ,382.13,2022-02-02,2022,2,2
100,American Airlines,NYC,PAR,10h 05m ,1 stop ,382.13,2022-02-02,2022,2,2
101,American Airlines,NYC,PAR,10h 10m ,1 stop ,382.13,2022-02-02,2022,2,2
102,American Airlines,NYC,PAR,10h 20m ,1 stop ,382.13,2022-02-02,2022,2,2
103,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-02-02,2022,2,2
104,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-02-02,2022,2,2
105,"Finnair, Air France",NYC,PAR,10h 15m ,1 stop ,335.2,2022-02-02,2022,2,2
106,SAS,NYC,PAR,11h 00m ,1 stop ,350.67,2022-02-02,2022,2,2
107,United Airlines,NYC,PAR,10h 09m ,1 stop ,362.13,2022-02-02,2022,2,2
108,United Airlines,NYC,PAR,10h 23m ,1 stop ,362.13,2022-02-02,2022,2,2
109,Air Canada,NYC,PAR,9h 05m ,1 stop ,363.2,2022-02-02,2022,2,2
110,Air Canada,NYC,PAR,10h 50m ,1 stop ,363.2,2022-02-02,2022,2,2
111,Air Canada,NYC,PAR,11h 00m ,1 stop ,363.2,2022-02-02,2022,2,2
112,Delta,NYC,PAR,10h 10m ,1 stop ,365.33,2022-02-02,2022,2,2
113,Delta,NYC,PAR,10h 51m ,1 stop ,365.33,2022-02-02,2022,2,2
114,Delta,NYC,PAR,11h 00m ,1 stop ,365.33,2022-02-02,2022,2,2
115,Delta,NYC,PAR,11h 05m ,1 stop ,365.33,2022-02-02,2022,2,2
116,United Airlines,NYC,PAR,10h 05m ,1 stop ,367.73,2022-02-02,2022,2,2
117,Air Canada,NYC,PAR,11h 05m ,1 stop ,368.8,2022-02-02,2022,2,2
118,American Airlines,NYC,PAR,10h 25m ,1 stop ,374.67,2022-02-02,2022,2,2
119,Iberia,NYC,PAR,10h 25m ,1 stop ,376.27,2022-02-02,2022,2,2
120,Iberia,NYC,PAR,10h 55m ,1 stop ,376.27,2022-02-02,2022,2,2
121,"Finnair, Iberia",NYC,PAR,10h 55m ,1 stop ,376.27,2022-02-02,2022,2,2
122,American Airlines,NYC,PAR,10h 55m ,1 stop ,376.27,2022-02-02,2022,2,2
123,SWISS,NYC,PAR,9h 45m ,1 stop ,378.13,2022-02-02,2022,2,2
124,SWISS,NYC,PAR,10h 40m ,1 stop ,378.13,2022-02-02,2022,2,2
125,Lufthansa,NYC,PAR,11h 00m ,1 stop ,379.2,2022-02-02,2022,2,2
126,American Airlines,NYC,PAR,9h 50m ,1 stop ,382.13,2022-02-02,2022,2,2
127,American Airlines,NYC,PAR,10h 05m ,1 stop ,382.13,2022-02-02,2022,2,2
128,American Airlines,NYC,PAR,10h 10m ,1 stop ,382.13,2022-02-02,2022,2,2
129,American Airlines,NYC,PAR,10h 20m ,1 stop ,382.13,2022-02-02,2022,2,2
130,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-02-02,2022,2,2
131,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-02-02,2022,2,2
132,American Airlines,NYC,PAR,11h 10m ,1 stop ,382.13,2022-02-02,2022,2,2
133,British Airways,NYC,PAR,10h 30m ,1 stop ,383.73,2022-02-02,2022,2,2
134,British Airways,NYC,PAR,11h 10m ,1 stop ,383.73,2022-02-02,2022,2,2
135,United Airlines,NYC,PAR,14h 31m ,1 stop ,362.13,2022-02-02,2022,2,2
136,United Airlines,NYC,PAR,14h 40m ,1 stop ,362.13,2022-02-02,2022,2,2
137,United Airlines,NYC,PAR,14h 45m ,1 stop ,362.13,2022-02-02,2022,2,2
138,United Airlines,NYC,PAR,16h 10m ,1 stop ,362.13,2022-02-02,2022,2,2
139,United Airlines,NYC,PAR,16h 37m ,1 stop ,362.13,2022-02-02,2022,2,2
140,United Airlines,NYC,PAR,16h 56m ,1 stop ,362.13,2022-02-02,2022,2,2
141,Air Canada,NYC,PAR,9h 05m ,1 stop ,363.2,2022-02-02,2022,2,2
142,Air Canada,NYC,PAR,10h 50m ,1 stop ,363.2,2022-02-02,2022,2,2
143,Air Canada,NYC,PAR,11h 00m ,1 stop ,363.2,2022-02-02,2022,2,2
144,Air Canada,NYC,PAR,12h 04m ,1 stop ,363.2,2022-02-02,2022,2,2
145,Air Canada,NYC,PAR,13h 50m ,1 stop ,363.2,2022-02-02,2022,2,2
146,Air Canada,NYC,PAR,15h 50m ,1 stop ,363.2,2022-02-02,2022,2,2
147,Air Canada,NYC,PAR,15h 50m ,1 stop ,363.2,2022-02-02,2022,2,2
148,Air Canada,NYC,PAR,18h 05m ,1 stop ,363.2,2022-02-02,2022,2,2
149,Delta,NYC,PAR,10h 10m ,1 stop ,365.33,2022-02-02,2022,2,2
150,Delta,NYC,PAR,10h 51m ,1 stop ,365.33,2022-02-02,2022,2,2
151,Delta,NYC,PAR,11h 00m ,1 stop ,365.33,2022-02-02,2022,2,2
152,Delta,NYC,PAR,11h 05m ,1 stop ,365.33,2022-02-02,2022,2,2
153,Delta,NYC,PAR,11h 20m ,1 stop ,365.33,2022-02-02,2022,2,2
154,Delta,NYC,PAR,11h 25m ,1 stop ,365.33,2022-02-02,2022,2,2
155,Delta,NYC,PAR,11h 30m ,1 stop ,365.33,2022-02-02,2022,2,2
156,Delta,NYC,PAR,11h 40m ,1 stop ,365.33,2022-02-02,2022,2,2
157,Delta,NYC,PAR,11h 40m ,1 stop ,365.33,2022-02-02,2022,2,2
158,Delta,NYC,PAR,11h 40m ,1 stop ,365.33,2022-02-02,2022,2,2
159,Delta,NYC,PAR,11h 45m ,1 stop ,365.33,2022-02-02,2022,2,2
160,Delta,NYC,PAR,11h 46m ,1 stop ,365.33,2022-02-02,2022,2,2
161,Delta,NYC,PAR,11h 55m ,1 stop ,365.33,2022-02-02,2022,2,2
162,Delta,NYC,PAR,12h 10m ,1 stop ,365.33,2022-02-02,2022,2,2
163,Delta,NYC,PAR,12h 20m ,1 stop ,365.33,2022-02-02,2022,2,2
164,Delta,NYC,PAR,12h 26m ,1 stop ,365.33,2022-02-02,2022,2,2
165,Delta,NYC,PAR,12h 35m ,1 stop ,365.33,2022-02-02,2022,2,2
166,Delta,NYC,PAR,12h 40m ,1 stop ,365.33,2022-02-02,2022,2,2
167,Delta,NYC,PAR,12h 45m ,1 stop ,365.33,2022-02-02,2022,2,2
168,Delta,NYC,PAR,12h 50m ,1 stop ,365.33,2022-02-02,2022,2,2
169,Delta,NYC,PAR,12h 55m ,1 stop ,365.33,2022-02-02,2022,2,2
170,Delta,NYC,PAR,12h 55m ,1 stop ,365.33,2022-02-02,2022,2,2
171,Delta,NYC,PAR,12h 59m ,1 stop ,365.33,2022-02-02,2022,2,2
172,Delta,NYC,PAR,13h 40m ,1 stop ,365.33,2022-02-02,2022,2,2
173,Virgin Atlantic,NYC,PAR,11h 25m ,1 stop ,367.2,2022-02-02,2022,2,2
174,Virgin Atlantic,NYC,PAR,13h 50m ,1 stop ,367.2,2022-02-02,2022,2,2
175,Virgin Atlantic,NYC,PAR,18h 25m ,1 stop ,367.2,2022-02-02,2022,2,2
176,United Airlines,NYC,PAR,10h 05m ,1 stop ,367.73,2022-02-02,2022,2,2
177,Air Canada,NYC,PAR,11h 05m ,1 stop ,368.8,2022-02-02,2022,2,2
178,Air Canada,NYC,PAR,12h 15m ,1 stop ,368.8,2022-02-02,2022,2,2
179,Air Canada,NYC,PAR,12h 35m ,1 stop ,368.8,2022-02-02,2022,2,2
180,Air Canada,NYC,PAR,13h 40m ,1 stop ,368.8,2022-02-02,2022,2,2
181,Air Canada,NYC,PAR,13h 45m ,1 stop ,368.8,2022-02-02,2022,2,2
182,Air Canada,NYC,PAR,14h 40m ,1 stop ,368.8,2022-02-02,2022,2,2
183,Air Canada,NYC,PAR,15h 25m ,1 stop ,368.8,2022-02-02,2022,2,2
184,Air Canada,NYC,PAR,16h 35m ,1 stop ,368.8,2022-02-02,2022,2,2
185,Air Canada,NYC,PAR,17h 30m ,1 stop ,368.8,2022-02-02,2022,2,2
186,TAP AIR PORTUGAL,NYC,PAR,12h 50m ,1 stop ,371.73,2022-02-02,2022,2,2
187,TAP AIR PORTUGAL,NYC,PAR,14h 45m ,1 stop ,371.73,2022-02-02,2022,2,2
188,TAP AIR PORTUGAL,NYC,PAR,15h 45m ,1 stop ,371.73,2022-02-02,2022,2,2
189,TAP AIR PORTUGAL,NYC,PAR,17h 05m ,1 stop ,371.73,2022-02-02,2022,2,2
190,TAP AIR PORTUGAL,NYC,PAR,17h 05m ,1 stop ,371.73,2022-02-02,2022,2,2
191,TAP AIR PORTUGAL,NYC,PAR,17h 40m ,1 stop ,372.53,2022-02-02,2022,2,2
192,KLM,NYC,PAR,13h 00m ,1 stop ,373.6,2022-02-02,2022,2,2
193,American Airlines,NYC,PAR,10h 25m ,1 stop ,374.67,2022-02-02,2022,2,2
194,Iberia,NYC,PAR,10h 25m ,1 stop ,376.27,2022-02-02,2022,2,2
195,Iberia,NYC,PAR,10h 55m ,1 stop ,376.27,2022-02-02,2022,2,2
196,"Finnair, Iberia",NYC,PAR,10h 55m ,1 stop ,376.27,2022-02-02,2022,2,2
197,American Airlines,NYC,PAR,10h 55m ,1 stop ,376.27,2022-02-02,2022,2,2
198,Iberia,NYC,PAR,12h 00m ,1 stop ,376.27,2022-02-02,2022,2,2
199,American Airlines,NYC,PAR,12h 00m ,1 stop ,376.27,2022-02-02,2022,2,2
200,Iberia,NYC,PAR,12h 30m ,1 stop ,376.27,2022-02-02,2022,2,2
201,American Airlines,NYC,PAR,12h 30m ,1 stop ,376.27,2022-02-02,2022,2,2
202,Iberia,NYC,PAR,13h 40m ,1 stop ,376.27,2022-02-02,2022,2,2
203,"Finnair, Iberia",NYC,PAR,13h 40m ,1 stop ,376.27,2022-02-02,2022,2,2
204,American Airlines,NYC,PAR,13h 40m ,1 stop ,376.27,2022-02-02,2022,2,2
205,Iberia,NYC,PAR,14h 45m ,1 stop ,376.27,2022-02-02,2022,2,2
206,American Airlines,NYC,PAR,14h 45m ,1 stop ,376.27,2022-02-02,2022,2,2
207,Iberia,NYC,PAR,15h 45m ,1 stop ,376.27,2022-02-02,2022,2,2
208,Iberia,NYC,PAR,15h 50m ,1 stop ,376.27,2022-02-02,2022,2,2
209,Iberia,NYC,PAR,16h 50m ,1 stop ,376.27,2022-02-02,2022,2,2
210,Iberia,NYC,PAR,17h 10m ,1 stop ,376.27,2022-02-02,2022,2,2
211,SWISS,NYC,PAR,9h 45m ,1 stop ,378.13,2022-02-02,2022,2,2
212,SWISS,NYC,PAR,10h 40m ,1 stop ,378.13,2022-02-02,2022,2,2
213,SWISS,NYC,PAR,13h 25m ,1 stop ,378.13,2022-02-02,2022,2,2
214,SWISS,NYC,PAR,14h 00m ,1 stop ,378.13,2022-02-02,2022,2,2
215,SWISS,NYC,PAR,14h 55m ,1 stop ,378.13,2022-02-02,2022,2,2
216,SWISS,NYC,PAR,15h 10m ,1 stop ,378.13,2022-02-02,2022,2,2
217,SWISS,NYC,PAR,16h 05m ,1 stop ,378.13,2022-02-02,2022,2,2
218,Lufthansa,NYC,PAR,11h 00m ,1 stop ,379.2,2022-02-02,2022,2,2
219,Lufthansa,NYC,PAR,12h 15m ,1 stop ,379.2,2022-02-02,2022,2,2
220,United Airlines,NYC,PAR,12h 55m ,1 stop ,379.47,2022-02-02,2022,2,2
221,Lufthansa,NYC,PAR,14h 30m ,1 stop ,380.53,2022-02-02,2022,2,2
222,Lufthansa,NYC,PAR,15h 35m ,1 stop ,380.53,2022-02-02,2022,2,2
223,Lufthansa,NYC,PAR,16h 25m ,1 stop ,380.8,2022-02-02,2022,2,2
224,American Airlines,NYC,PAR,9h 50m ,1 stop ,382.13,2022-02-02,2022,2,2
225,American Airlines,NYC,PAR,10h 05m ,1 stop ,382.13,2022-02-02,2022,2,2
226,American Airlines,NYC,PAR,10h 10m ,1 stop ,382.13,2022-02-02,2022,2,2
227,American Airlines,NYC,PAR,10h 20m ,1 stop ,382.13,2022-02-02,2022,2,2
228,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-02-02,2022,2,2
229,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-02-02,2022,2,2
230,American Airlines,NYC,PAR,11h 10m ,1 stop ,382.13,2022-02-02,2022,2,2
231,American Airlines,NYC,PAR,11h 20m ,1 stop ,382.13,2022-02-02,2022,2,2
232,American Airlines,NYC,PAR,11h 50m ,1 stop ,382.13,2022-02-02,2022,2,2
233,American Airlines,NYC,PAR,11h 50m ,1 stop ,382.13,2022-02-02,2022,2,2
234,British Airways,NYC,PAR,10h 30m ,1 stop ,383.73,2022-02-02,2022,2,2
235,British Airways,NYC,PAR,11h 10m ,1 stop ,383.73,2022-02-02,2022,2,2
236,British Airways,NYC,PAR,11h 20m ,1 stop ,383.73,2022-02-02,2022,2,2
237,British Airways,NYC,PAR,11h 50m ,1 stop ,383.73,2022-02-02,2022,2,2
238,British Airways,NYC,PAR,12h 10m ,1 stop ,383.73,2022-02-02,2022,2,2
239,American Airlines,NYC,PAR,12h 10m ,1 stop ,383.73,2022-02-02,2022,2,2
240,British Airways,NYC,PAR,12h 30m ,1 stop ,383.73,2022-02-02,2022,2,2
241,American Airlines,NYC,PAR,12h 40m ,1 stop ,383.73,2022-02-02,2022,2,2
242,American Airlines,NYC,PAR,12h 55m ,1 stop ,383.73,2022-02-02,2022,2,2
243,Delta,NYC,PAR,10h 10m ,1 stop ,384.53,2022-02-02,2022,2,2
244,Delta,NYC,PAR,10h 15m ,1 stop ,384.53,2022-02-02,2022,2,2
245,Delta,NYC,PAR,10h 20m ,1 stop ,384.53,2022-02-02,2022,2,2
246,Delta,NYC,PAR,11h 10m ,1 stop ,384.53,2022-02-02,2022,2,2
247,Delta,NYC,PAR,11h 45m ,1 stop ,384.53,2022-02-02,2022,2,2
248,Delta,NYC,PAR,12h 10m ,1 stop ,384.53,2022-02-02,2022,2,2
249,Delta,NYC,PAR,13h 05m ,1 stop ,384.53,2022-02-02,2022,2,2
250,Delta,NYC,PAR,13h 45m ,1 stop ,384.53,2022-02-02,2022,2,2
251,Delta,NYC,PAR,14h 20m ,1 stop ,384.53,2022-02-02,2022,2,2
252,Delta,NYC,PAR,14h 40m ,1 stop ,384.53,2022-02-02,2022,2,2
253,Air France,NYC,PAR,11h 45m ,1 stop ,385.07,2022-02-02,2022,2,2
254,KLM,NYC,PAR,10h 20m ,1 stop ,386.13,2022-02-02,2022,2,2
255,KLM,NYC,PAR,11h 10m ,1 stop ,386.13,2022-02-02,2022,2,2
256,Virgin Atlantic,NYC,PAR,9h 50m ,1 stop ,386.67,2022-02-02,2022,2,2
257,Virgin Atlantic,NYC,PAR,10h 24m ,1 stop ,386.67,2022-02-02,2022,2,2
258,Virgin Atlantic,NYC,PAR,12h 49m ,1 stop ,386.67,2022-02-02,2022,2,2
259,Virgin Atlantic,NYC,PAR,13h 05m ,1 stop ,386.67,2022-02-02,2022,2,2
260,Virgin Atlantic,NYC,PAR,15h 55m ,1 stop ,386.67,2022-02-02,2022,2,2
261,Virgin Atlantic,NYC,PAR,16h 04m ,1 stop ,386.67,2022-02-02,2022,2,2
262,Delta,NYC,PAR,13h 15m ,1 stop ,388.0,2022-02-02,2022,2,2
263,Air France,NYC,PAR,11h 50m ,1 stop ,389.33,2022-02-02,2022,2,2
264,Air France,NYC,PAR,12h 05m ,1 stop ,389.33,2022-02-02,2022,2,2
265,"American Airlines, Finnair",NYC,PAR,14h 15m ,1 stop ,390.67,2022-02-02,2022,2,2
266,Austrian Airlines,NYC,PAR,15h 10m ,1 stop ,390.67,2022-02-02,2022,2,2
267,Lufthansa,NYC,PAR,10h 05m ,1 stop ,397.6,2022-02-02,2022,2,2
268,Lufthansa,NYC,PAR,10h 10m ,1 stop ,397.6,2022-02-02,2022,2,2
269,Lufthansa,NYC,PAR,12h 30m ,1 stop ,397.6,2022-02-02,2022,2,2
270,Lufthansa,NYC,PAR,13h 15m ,1 stop ,397.6,2022-02-02,2022,2,2
271,British Airways,NYC,PAR,12h 50m ,1 stop ,398.67,2022-02-02,2022,2,2
272,"American Airlines, Finnair",NYC,PAR,12h 50m ,1 stop ,398.67,2022-02-02,2022,2,2
273,"American Airlines, Finnair",NYC,PAR,13h 20m ,1 stop ,398.67,2022-02-02,2022,2,2
274,"American Airlines, Finnair",NYC,PAR,13h 30m ,1 stop ,398.67,2022-02-02,2022,2,2
275,"American Airlines, Finnair",NYC,PAR,14h 00m ,1 stop ,398.67,2022-02-02,2022,2,2
276,"American Airlines, Finnair",NYC,PAR,14h 30m ,1 stop ,398.67,2022-02-02,2022,2,2
277,British Airways,NYC,PAR,12h 55m ,1 stop ,399.2,2022-02-02,2022,2,2
278,British Airways,NYC,PAR,13h 10m ,1 stop ,399.2,2022-02-02,2022,2,2
279,British Airways,NYC,PAR,13h 10m ,1 stop ,399.2,2022-02-02,2022,2,2
280,British Airways,NYC,PAR,13h 25m ,1 stop ,399.2,2022-02-02,2022,2,2
281,KLM,NYC,PAR,13h 05m ,1 stop ,404.0,2022-02-02,2022,2,2
282,KLM,NYC,PAR,13h 45m ,1 stop ,404.0,2022-02-02,2022,2,2
283,Finnair,NYC,PAR,12h 20m ,1 stop ,409.87,2022-02-02,2022,2,2
284,Air Canada,NYC,PAR,20h 05m ,1 stop ,363.2,2022-02-02,2022,2,2
285,Air Canada,NYC,PAR,20h 15m ,1 stop ,363.2,2022-02-02,2022,2,2
286,Air Canada,NYC,PAR,19h 10m ,1 stop ,368.8,2022-02-02,2022,2,2
287,TAP AIR PORTUGAL,NYC,PAR,19h 00m ,1 stop ,372.53,2022-02-02,2022,2,2
288,Iberia,NYC,PAR,19h 05m ,1 stop ,376.27,2022-02-02,2022,2,2
289,Iberia,NYC,PAR,20h 05m ,1 stop ,376.27,2022-02-02,2022,2,2
290,SWISS,NYC,PAR,17h 40m ,1 stop ,378.13,2022-02-02,2022,2,2
291,SWISS,NYC,PAR,18h 00m ,1 stop ,378.13,2022-02-02,2022,2,2
292,SWISS,NYC,PAR,18h 50m ,1 stop ,378.13,2022-02-02,2022,2,2
293,SWISS,NYC,PAR,18h 55m ,1 stop ,378.13,2022-02-02,2022,2,2
294,Lufthansa,NYC,PAR,17h 05m ,1 stop ,380.53,2022-02-02,2022,2,2
295,Lufthansa,NYC,PAR,20h 25m ,1 stop ,380.53,2022-02-02,2022,2,2
