,Airline,Source,Destination,Duration,Total stops,Price,Date,Year,Month,Day
1179,"American Airlines, Finnair",NYC,PAR,14h 20m ,1 stop ,458.67,2022-03-17,2022,3,17
1180,"American Airlines, Finnair",NYC,PAR,15h 45m ,1 stop ,458.67,2022-03-17,2022,3,17
1181,"American Airlines, Finnair",NYC,PAR,15h 50m ,1 stop ,458.67,2022-03-17,2022,3,17
1182,"American Airlines, Finnair",NYC,PAR,16h 10m ,1 stop ,458.67,2022-03-17,2022,3,17
1183,"American Airlines, Finnair",NYC,PAR,16h 50m ,1 stop ,458.67,2022-03-17,2022,3,17
1184,Finnair,NYC,PAR,12h 20m ,1 stop ,472.0,2022-03-17,2022,3,17
1185,Finnair,NYC,PAR,16h 35m ,1 stop ,472.0,2022-03-17,2022,3,17
1186,Aer Lingus,NYC,PAR,9h 35m ,1 stop ,475.47,2022-03-17,2022,3,17
1187,Aer Lingus,NYC,PAR,9h 40m ,1 stop ,475.47,2022-03-17,2022,3,17
1188,Aer Lingus,NYC,PAR,9h 55m ,1 stop ,475.47,2022-03-17,2022,3,17
1189,Icelandair,NYC,PAR,10h 30m ,1 stop ,479.47,2022-03-17,2022,3,17
1190,Icelandair,NYC,PAR,10h 35m ,1 stop ,479.47,2022-03-17,2022,3,17
1191,American Airlines,NYC,PAR,10h 55m ,1 stop ,487.47,2022-03-17,2022,3,17
1192,American Airlines,NYC,PAR,13h 00m ,1 stop ,487.47,2022-03-17,2022,3,17
1193,American Airlines,NYC,PAR,17h 50m ,1 stop ,487.47,2022-03-17,2022,3,17
1194,Air France,NYC,PAR,12h 20m ,1 stop ,490.67,2022-03-17,2022,3,17
1195,Air Canada,NYC,PAR,13h 35m ,1 stop ,499.47,2022-03-17,2022,3,17
1196,SWISS,NYC,PAR,11h 35m ,1 stop ,504.27,2022-03-17,2022,3,17
1197,SWISS,NYC,PAR,9h 45m ,1 stop ,506.4,2022-03-17,2022,3,17
1198,SWISS,NYC,PAR,11h 25m ,1 stop ,506.4,2022-03-17,2022,3,17
1199,Delta,NYC,PAR,11h 30m ,1 stop ,516.27,2022-03-17,2022,3,17
1200,Delta,NYC,PAR,11h 50m ,1 stop ,516.27,2022-03-17,2022,3,17
1201,Delta,NYC,PAR,12h 00m ,1 stop ,516.27,2022-03-17,2022,3,17
1202,Delta,NYC,PAR,12h 05m ,1 stop ,516.27,2022-03-17,2022,3,17
1203,Delta,NYC,PAR,12h 15m ,1 stop ,516.27,2022-03-17,2022,3,17
1204,Delta,NYC,PAR,12h 40m ,1 stop ,516.27,2022-03-17,2022,3,17
1205,Delta,NYC,PAR,12h 40m ,1 stop ,516.27,2022-03-17,2022,3,17
1206,Delta,NYC,PAR,13h 10m ,1 stop ,516.27,2022-03-17,2022,3,17
1207,Delta,NYC,PAR,13h 55m ,1 stop ,516.27,2022-03-17,2022,3,17
1208,SAS,NYC,PAR,20h 40m ,1 stop ,557.07,2022-03-17,2022,3,17
1209,Turkish Airlines,NYC,PAR,15h 00m ,1 stop ,593.33,2022-03-17,2022,3,17
1210,Air France,NYC,PAR,7h 10m ,nonstop ,410.4,2022-03-19,2022,3,19
1211,Air France,NYC,PAR,7h 20m ,nonstop ,410.4,2022-03-19,2022,3,19
1212,Air France,NYC,PAR,7h 20m ,nonstop ,410.4,2022-03-19,2022,3,19
1213,Air France,NYC,PAR,7h 20m ,nonstop ,410.4,2022-03-19,2022,3,19
1214,Air France,NYC,PAR,7h 20m ,nonstop ,410.4,2022-03-19,2022,3,19
1215,Lufthansa,NYC,PAR,7h 05m ,nonstop ,410.93,2022-03-19,2022,3,19
1216,American Airlines,NYC,PAR,7h 20m ,nonstop ,410.93,2022-03-19,2022,3,19
1217,Delta,NYC,PAR,7h 30m ,nonstop ,410.93,2022-03-19,2022,3,19
1218,Delta,NYC,PAR,7h 30m ,nonstop ,410.93,2022-03-19,2022,3,19
1219,United Airlines,NYC,PAR,7h 05m ,nonstop ,412.27,2022-03-19,2022,3,19
1220,JetBlue,NYC,PAR,7h 20m ,nonstop ,485.6,2022-03-19,2022,3,19
1221,Vueling,NYC,PAR,17h 10m ,1 stop ,290.67,2022-03-19,2022,3,19
1222,Vueling,NYC,PAR,13h 25m ,1 stop ,337.6,2022-03-19,2022,3,19
1223,SAS,NYC,PAR,11h 00m ,1 stop ,350.67,2022-03-19,2022,3,19
1224,TAP AIR PORTUGAL,NYC,PAR,10h 55m ,1 stop ,401.07,2022-03-19,2022,3,19
1225,French Bee,NYC,PAR,7h 10m ,nonstop ,238.67,2022-03-20,2022,3,20
1226,Lufthansa,NYC,PAR,7h 05m ,nonstop ,360.8,2022-03-20,2022,3,20
1227,American Airlines,NYC,PAR,7h 20m ,nonstop ,360.8,2022-03-20,2022,3,20
1228,Delta,NYC,PAR,7h 20m ,nonstop ,360.8,2022-03-20,2022,3,20
1229,Air France,NYC,PAR,7h 10m ,nonstop ,361.33,2022-03-20,2022,3,20
1230,JetBlue,NYC,PAR,7h 20m ,nonstop ,435.73,2022-03-20,2022,3,20
1231,SAS,NYC,PAR,11h 00m ,1 stop ,350.67,2022-03-20,2022,3,20
1232,Air France,NYC,PAR,9h 15m ,1 stop ,366.67,2022-03-20,2022,3,20
1233,"LEVEL, Vueling",NYC,PAR,15h 50m ,1 stop ,373.87,2022-03-20,2022,3,20
1234,American Airlines,NYC,PAR,10h 25m ,1 stop ,374.67,2022-03-20,2022,3,20
1235,American Airlines,NYC,PAR,10h 55m ,1 stop ,374.67,2022-03-20,2022,3,20
1236,American Airlines,NYC,PAR,9h 35m ,1 stop ,382.13,2022-03-20,2022,3,20
1237,American Airlines,NYC,PAR,10h 05m ,1 stop ,382.13,2022-03-20,2022,3,20
1238,American Airlines,NYC,PAR,10h 10m ,1 stop ,382.13,2022-03-20,2022,3,20
1239,American Airlines,NYC,PAR,10h 20m ,1 stop ,382.13,2022-03-20,2022,3,20
1240,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-03-20,2022,3,20
1241,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-03-20,2022,3,20
1242,American Airlines,NYC,PAR,11h 10m ,1 stop ,382.13,2022-03-20,2022,3,20
1243,KLM,NYC,PAR,9h 40m ,1 stop ,386.13,2022-03-20,2022,3,20
1244,"United Airlines, Lufthansa",NYC,PAR,10h 10m ,1 stop ,399.2,2022-03-20,2022,3,20
1245,Aer Lingus,NYC,PAR,9h 55m ,1 stop ,692.0,2022-03-20,2022,3,20
1246,Aer Lingus,NYC,PAR,9h 40m ,1 stop ,697.87,2022-03-20,2022,3,20
1247,KLM,NYC,PAR,10h 15m ,1 stop ,880.0,2022-03-20,2022,3,20
1248,La Compagnie,NYC,PAR,7h 20m ,nonstop ,2380.27,2022-03-20,2022,3,20
1249,Vueling,NYC,PAR,13h 25m ,1 stop ,224.8,2022-03-20,2022,3,20
1250,Vueling,NYC,PAR,17h 10m ,1 stop ,224.8,2022-03-20,2022,3,20
1251,Vueling,NYC,PAR,15h 50m ,1 stop ,231.73,2022-03-20,2022,3,20
1252,Vueling,NYC,PAR,31h 55m ,1 stop ,196.0,2022-03-20,2022,3,20
1253,SAS,NYC,PAR,12h 25m ,1 stop ,338.67,2022-03-20,2022,3,20
1254,SAS,NYC,PAR,11h 00m ,1 stop ,350.67,2022-03-20,2022,3,20
1255,"Neos Air, easyJet",NYC,PAR,13h 05m ,1 stop ,353.07,2022-03-20,2022,3,20
1256,Air Canada,NYC,PAR,9h 55m ,1 stop ,360.53,2022-03-20,2022,3,20
1257,Air Canada,NYC,PAR,10h 05m ,1 stop ,360.53,2022-03-20,2022,3,20
1258,Air Canada,NYC,PAR,11h 50m ,1 stop ,360.53,2022-03-20,2022,3,20
1259,Air Canada,NYC,PAR,12h 00m ,1 stop ,360.53,2022-03-20,2022,3,20
1260,Air Canada,NYC,PAR,13h 04m ,1 stop ,360.53,2022-03-20,2022,3,20
1261,Air Canada,NYC,PAR,14h 50m ,1 stop ,360.53,2022-03-20,2022,3,20
1262,Air Canada,NYC,PAR,16h 50m ,1 stop ,360.53,2022-03-20,2022,3,20
1263,Air Canada,NYC,PAR,16h 50m ,1 stop ,360.53,2022-03-20,2022,3,20
1264,Air Canada,NYC,PAR,19h 05m ,1 stop ,360.53,2022-03-20,2022,3,20
1265,Air France,NYC,PAR,12h 05m ,1 stop ,361.33,2022-03-20,2022,3,20
1266,United Airlines,NYC,PAR,10h 05m ,1 stop ,362.13,2022-03-20,2022,3,20
1267,United Airlines,NYC,PAR,11h 09m ,1 stop ,362.13,2022-03-20,2022,3,20
1268,United Airlines,NYC,PAR,11h 23m ,1 stop ,362.13,2022-03-20,2022,3,20
1269,United Airlines,NYC,PAR,11h 40m ,1 stop ,362.13,2022-03-20,2022,3,20
1270,United Airlines,NYC,PAR,12h 40m ,1 stop ,362.13,2022-03-20,2022,3,20
1271,United Airlines,NYC,PAR,12h 41m ,1 stop ,362.13,2022-03-20,2022,3,20
1272,United Airlines,NYC,PAR,12h 55m ,1 stop ,362.13,2022-03-20,2022,3,20
1273,United Airlines,NYC,PAR,14h 25m ,1 stop ,362.13,2022-03-20,2022,3,20
1274,United Airlines,NYC,PAR,14h 35m ,1 stop ,362.13,2022-03-20,2022,3,20
1275,United Airlines,NYC,PAR,14h 40m ,1 stop ,362.13,2022-03-20,2022,3,20
1276,United Airlines,NYC,PAR,15h 31m ,1 stop ,362.13,2022-03-20,2022,3,20
1277,United Airlines,NYC,PAR,15h 45m ,1 stop ,362.13,2022-03-20,2022,3,20
1278,United Airlines,NYC,PAR,16h 10m ,1 stop ,362.13,2022-03-20,2022,3,20
1279,United Airlines,NYC,PAR,16h 40m ,1 stop ,362.13,2022-03-20,2022,3,20
1280,Delta,NYC,PAR,9h 15m ,1 stop ,365.33,2022-03-20,2022,3,20
1281,Delta,NYC,PAR,11h 15m ,1 stop ,365.33,2022-03-20,2022,3,20
1282,Delta,NYC,PAR,11h 40m ,1 stop ,365.33,2022-03-20,2022,3,20
1283,Delta,NYC,PAR,12h 00m ,1 stop ,365.33,2022-03-20,2022,3,20
1284,Delta,NYC,PAR,12h 16m ,1 stop ,365.33,2022-03-20,2022,3,20
1285,Delta,NYC,PAR,12h 30m ,1 stop ,365.33,2022-03-20,2022,3,20
1286,Delta,NYC,PAR,12h 40m ,1 stop ,365.33,2022-03-20,2022,3,20
1287,Delta,NYC,PAR,12h 40m ,1 stop ,365.33,2022-03-20,2022,3,20
1288,Delta,NYC,PAR,13h 15m ,1 stop ,365.33,2022-03-20,2022,3,20
1289,Delta,NYC,PAR,13h 55m ,1 stop ,365.33,2022-03-20,2022,3,20
1290,Delta,NYC,PAR,14h 00m ,1 stop ,365.33,2022-03-20,2022,3,20
1291,Delta,NYC,PAR,14h 10m ,1 stop ,365.33,2022-03-20,2022,3,20
1292,Delta,NYC,PAR,14h 20m ,1 stop ,365.33,2022-03-20,2022,3,20
1293,Delta,NYC,PAR,14h 45m ,1 stop ,365.33,2022-03-20,2022,3,20
1294,Air Canada,NYC,PAR,10h 05m ,1 stop ,366.13,2022-03-20,2022,3,20
1295,Air Canada,NYC,PAR,10h 15m ,1 stop ,366.13,2022-03-20,2022,3,20
1296,Air Canada,NYC,PAR,11h 05m ,1 stop ,366.13,2022-03-20,2022,3,20
1297,Air Canada,NYC,PAR,12h 05m ,1 stop ,366.13,2022-03-20,2022,3,20
1298,Air Canada,NYC,PAR,14h 40m ,1 stop ,366.13,2022-03-20,2022,3,20
1299,Air Canada,NYC,PAR,14h 45m ,1 stop ,366.13,2022-03-20,2022,3,20
1300,Air Canada,NYC,PAR,15h 55m ,1 stop ,366.13,2022-03-20,2022,3,20
1301,TAP AIR PORTUGAL,NYC,PAR,10h 55m ,1 stop ,371.2,2022-03-20,2022,3,20
1302,TAP AIR PORTUGAL,NYC,PAR,12h 00m ,1 stop ,371.2,2022-03-20,2022,3,20
1303,TAP AIR PORTUGAL,NYC,PAR,12h 50m ,1 stop ,371.2,2022-03-20,2022,3,20
1304,TAP AIR PORTUGAL,NYC,PAR,13h 50m ,1 stop ,371.2,2022-03-20,2022,3,20
1305,TAP AIR PORTUGAL,NYC,PAR,15h 45m ,1 stop ,371.2,2022-03-20,2022,3,20
1306,TAP AIR PORTUGAL,NYC,PAR,15h 45m ,1 stop ,371.2,2022-03-20,2022,3,20
1307,TAP AIR PORTUGAL,NYC,PAR,17h 05m ,1 stop ,371.2,2022-03-20,2022,3,20
1308,TAP AIR PORTUGAL,NYC,PAR,17h 05m ,1 stop ,371.2,2022-03-20,2022,3,20
1309,SWISS,NYC,PAR,9h 45m ,1 stop ,371.47,2022-03-20,2022,3,20
1310,SWISS,NYC,PAR,10h 40m ,1 stop ,371.47,2022-03-20,2022,3,20
1311,SWISS,NYC,PAR,13h 25m ,1 stop ,371.47,2022-03-20,2022,3,20
1312,SWISS,NYC,PAR,14h 00m ,1 stop ,371.47,2022-03-20,2022,3,20
1313,SWISS,NYC,PAR,14h 55m ,1 stop ,371.47,2022-03-20,2022,3,20
1314,SWISS,NYC,PAR,15h 10m ,1 stop ,371.47,2022-03-20,2022,3,20
1315,SWISS,NYC,PAR,16h 05m ,1 stop ,371.47,2022-03-20,2022,3,20
1316,KLM,NYC,PAR,14h 05m ,1 stop ,373.6,2022-03-20,2022,3,20
1317,KLM,NYC,PAR,16h 45m ,1 stop ,373.6,2022-03-20,2022,3,20
1318,American Airlines,NYC,PAR,10h 25m ,1 stop ,374.67,2022-03-20,2022,3,20
1319,American Airlines,NYC,PAR,10h 55m ,1 stop ,374.67,2022-03-20,2022,3,20
1320,Iberia,NYC,PAR,10h 25m ,1 stop ,376.27,2022-03-20,2022,3,20
1321,"Finnair, Iberia",NYC,PAR,10h 25m ,1 stop ,376.27,2022-03-20,2022,3,20
1322,Iberia,NYC,PAR,10h 55m ,1 stop ,376.27,2022-03-20,2022,3,20
1323,Iberia,NYC,PAR,10h 55m ,1 stop ,376.27,2022-03-20,2022,3,20
1324,"Finnair, Iberia",NYC,PAR,10h 55m ,1 stop ,376.27,2022-03-20,2022,3,20
1325,American Airlines,NYC,PAR,10h 55m ,1 stop ,376.27,2022-03-20,2022,3,20
1326,Iberia,NYC,PAR,12h 30m ,1 stop ,376.27,2022-03-20,2022,3,20
1327,"Finnair, Iberia",NYC,PAR,12h 30m ,1 stop ,376.27,2022-03-20,2022,3,20
1328,American Airlines,NYC,PAR,12h 30m ,1 stop ,376.27,2022-03-20,2022,3,20
1329,Iberia,NYC,PAR,13h 00m ,1 stop ,376.27,2022-03-20,2022,3,20
1330,American Airlines,NYC,PAR,13h 00m ,1 stop ,376.27,2022-03-20,2022,3,20
1331,Iberia,NYC,PAR,13h 55m ,1 stop ,376.27,2022-03-20,2022,3,20
1332,Iberia,NYC,PAR,15h 45m ,1 stop ,376.27,2022-03-20,2022,3,20
1333,"Finnair, Iberia",NYC,PAR,15h 45m ,1 stop ,376.27,2022-03-20,2022,3,20
1334,American Airlines,NYC,PAR,15h 45m ,1 stop ,376.27,2022-03-20,2022,3,20
1335,Iberia,NYC,PAR,15h 50m ,1 stop ,376.27,2022-03-20,2022,3,20
1336,"Finnair, Iberia",NYC,PAR,15h 50m ,1 stop ,376.27,2022-03-20,2022,3,20
1337,Lufthansa,NYC,PAR,11h 00m ,1 stop ,377.87,2022-03-20,2022,3,20
1338,Lufthansa,NYC,PAR,12h 15m ,1 stop ,377.87,2022-03-20,2022,3,20
1339,Lufthansa,NYC,PAR,14h 30m ,1 stop ,377.87,2022-03-20,2022,3,20
1340,Lufthansa,NYC,PAR,15h 35m ,1 stop ,377.87,2022-03-20,2022,3,20
1341,Lufthansa,NYC,PAR,16h 25m ,1 stop ,377.87,2022-03-20,2022,3,20
1342,Air France,NYC,PAR,10h 10m ,1 stop ,379.47,2022-03-20,2022,3,20
1343,Air France,NYC,PAR,11h 45m ,1 stop ,379.47,2022-03-20,2022,3,20
1344,American Airlines,NYC,PAR,9h 35m ,1 stop ,382.13,2022-03-20,2022,3,20
1345,American Airlines,NYC,PAR,10h 05m ,1 stop ,382.13,2022-03-20,2022,3,20
1346,American Airlines,NYC,PAR,10h 10m ,1 stop ,382.13,2022-03-20,2022,3,20
1347,American Airlines,NYC,PAR,10h 20m ,1 stop ,382.13,2022-03-20,2022,3,20
1348,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-03-20,2022,3,20
1349,American Airlines,NYC,PAR,10h 30m ,1 stop ,382.13,2022-03-20,2022,3,20
1350,American Airlines,NYC,PAR,11h 10m ,1 stop ,382.13,2022-03-20,2022,3,20
1351,American Airlines,NYC,PAR,11h 20m ,1 stop ,382.13,2022-03-20,2022,3,20
1352,American Airlines,NYC,PAR,11h 50m ,1 stop ,382.13,2022-03-20,2022,3,20
1353,British Airways,NYC,PAR,9h 05m ,1 stop ,383.73,2022-03-20,2022,3,20
1354,British Airways,NYC,PAR,9h 35m ,1 stop ,383.73,2022-03-20,2022,3,20
1355,British Airways,NYC,PAR,10h 05m ,1 stop ,383.73,2022-03-20,2022,3,20
1356,British Airways,NYC,PAR,10h 20m ,1 stop ,383.73,2022-03-20,2022,3,20
1357,British Airways,NYC,PAR,10h 30m ,1 stop ,383.73,2022-03-20,2022,3,20
1358,British Airways,NYC,PAR,10h 30m ,1 stop ,383.73,2022-03-20,2022,3,20
1359,British Airways,NYC,PAR,11h 10m ,1 stop ,383.73,2022-03-20,2022,3,20
1360,British Airways,NYC,PAR,11h 20m ,1 stop ,383.73,2022-03-20,2022,3,20
1361,Air France,NYC,PAR,11h 50m ,1 stop ,383.73,2022-03-20,2022,3,20
1362,British Airways,NYC,PAR,11h 50m ,1 stop ,383.73,2022-03-20,2022,3,20
1363,British Airways,NYC,PAR,11h 50m ,1 stop ,383.73,2022-03-20,2022,3,20
1364,Air France,NYC,PAR,12h 10m ,1 stop ,383.73,2022-03-20,2022,3,20
1365,British Airways,NYC,PAR,12h 25m ,1 stop ,383.73,2022-03-20,2022,3,20
1366,American Airlines,NYC,PAR,12h 30m ,1 stop ,383.73,2022-03-20,2022,3,20
1367,American Airlines,NYC,PAR,12h 40m ,1 stop ,383.73,2022-03-20,2022,3,20
1368,American Airlines,NYC,PAR,13h 45m ,1 stop ,383.73,2022-03-20,2022,3,20
1369,American Airlines,NYC,PAR,14h 45m ,1 stop ,383.73,2022-03-20,2022,3,20
1370,Delta,NYC,PAR,9h 40m ,1 stop ,384.53,2022-03-20,2022,3,20
1371,Delta,NYC,PAR,10h 15m ,1 stop ,384.53,2022-03-20,2022,3,20
1372,Delta,NYC,PAR,10h 15m ,1 stop ,384.53,2022-03-20,2022,3,20
1373,Delta,NYC,PAR,10h 20m ,1 stop ,384.53,2022-03-20,2022,3,20
1374,Delta,NYC,PAR,11h 05m ,1 stop ,384.53,2022-03-20,2022,3,20
1375,Delta,NYC,PAR,12h 10m ,1 stop ,384.53,2022-03-20,2022,3,20
1376,Delta,NYC,PAR,12h 25m ,1 stop ,384.53,2022-03-20,2022,3,20
1377,Delta,NYC,PAR,12h 40m ,1 stop ,384.53,2022-03-20,2022,3,20
1378,Delta,NYC,PAR,13h 15m ,1 stop ,384.53,2022-03-20,2022,3,20
1379,Delta,NYC,PAR,13h 45m ,1 stop ,384.53,2022-03-20,2022,3,20
1380,Virgin Atlantic,NYC,PAR,10h 24m ,1 stop ,386.67,2022-03-20,2022,3,20
1381,Virgin Atlantic,NYC,PAR,10h 50m ,1 stop ,386.67,2022-03-20,2022,3,20
1382,Virgin Atlantic,NYC,PAR,11h 25m ,1 stop ,386.67,2022-03-20,2022,3,20
1383,Virgin Atlantic,NYC,PAR,12h 49m ,1 stop ,386.67,2022-03-20,2022,3,20
1384,Virgin Atlantic,NYC,PAR,13h 50m ,1 stop ,386.67,2022-03-20,2022,3,20
1385,Virgin Atlantic,NYC,PAR,14h 05m ,1 stop ,386.67,2022-03-20,2022,3,20
1386,Austrian Airlines,NYC,PAR,14h 55m ,1 stop ,388.0,2022-03-20,2022,3,20
1387,KLM,NYC,PAR,11h 10m ,1 stop ,394.67,2022-03-20,2022,3,20
1388,KLM,NYC,PAR,13h 05m ,1 stop ,394.67,2022-03-20,2022,3,20
1389,Lufthansa,NYC,PAR,10h 05m ,1 stop ,396.8,2022-03-20,2022,3,20
1390,Lufthansa,NYC,PAR,10h 10m ,1 stop ,396.8,2022-03-20,2022,3,20
1391,Lufthansa,NYC,PAR,11h 35m ,1 stop ,396.8,2022-03-20,2022,3,20
1392,Lufthansa,NYC,PAR,12h 30m ,1 stop ,396.8,2022-03-20,2022,3,20
1393,Lufthansa,NYC,PAR,13h 15m ,1 stop ,396.8,2022-03-20,2022,3,20
1394,"American Airlines, Finnair",NYC,PAR,13h 20m ,1 stop ,398.67,2022-03-20,2022,3,20
1395,British Airways,NYC,PAR,12h 30m ,1 stop ,399.2,2022-03-20,2022,3,20
1396,British Airways,NYC,PAR,12h 40m ,1 stop ,399.2,2022-03-20,2022,3,20
1397,British Airways,NYC,PAR,12h 40m ,1 stop ,399.2,2022-03-20,2022,3,20
1398,British Airways,NYC,PAR,13h 10m ,1 stop ,399.2,2022-03-20,2022,3,20
1399,Vueling,NYC,PAR,18h 55m ,1 stop ,347.2,2022-03-20,2022,3,20
1400,"Neos Air, easyJet",NYC,PAR,14h 50m ,1 stop ,351.73,2022-03-20,2022,3,20
1401,Air Canada,NYC,PAR,19h 29m ,1 stop ,360.53,2022-03-20,2022,3,20
1402,United Airlines,NYC,PAR,19h 50m ,1 stop ,362.13,2022-03-20,2022,3,20
1403,TAP AIR PORTUGAL,NYC,PAR,20h 00m ,1 stop ,371.2,2022-03-20,2022,3,20
1404,SWISS,NYC,PAR,17h 40m ,1 stop ,371.47,2022-03-20,2022,3,20
1405,SWISS,NYC,PAR,18h 00m ,1 stop ,371.47,2022-03-20,2022,3,20
1406,SWISS,NYC,PAR,18h 50m ,1 stop ,371.47,2022-03-20,2022,3,20
1407,SWISS,NYC,PAR,18h 55m ,1 stop ,371.47,2022-03-20,2022,3,20
1408,TAP AIR PORTUGAL,NYC,PAR,17h 40m ,1 stop ,372.27,2022-03-20,2022,3,20
1409,Iberia,NYC,PAR,16h 50m ,1 stop ,376.27,2022-03-20,2022,3,20
1410,Iberia,NYC,PAR,17h 10m ,1 stop ,376.27,2022-03-20,2022,3,20
1411,American Airlines,NYC,PAR,17h 50m ,1 stop ,376.27,2022-03-20,2022,3,20
1412,Iberia,NYC,PAR,19h 05m ,1 stop ,376.27,2022-03-20,2022,3,20
1413,Iberia,NYC,PAR,20h 05m ,1 stop ,376.27,2022-03-20,2022,3,20
1414,Lufthansa,NYC,PAR,17h 50m ,1 stop ,377.87,2022-03-20,2022,3,20
1415,Lufthansa,NYC,PAR,18h 25m ,1 stop ,377.87,2022-03-20,2022,3,20
1416,Lufthansa,NYC,PAR,19h 45m ,1 stop ,377.87,2022-03-20,2022,3,20
1417,Lufthansa,NYC,PAR,20h 10m ,1 stop ,377.87,2022-03-20,2022,3,20
1418,Lufthansa,NYC,PAR,17h 05m ,1 stop ,380.0,2022-03-20,2022,3,20
1419,Lufthansa,NYC,PAR,20h 25m ,1 stop ,380.0,2022-03-20,2022,3,20
1420,American Airlines,NYC,PAR,20h 55m ,1 stop ,383.73,2022-03-20,2022,3,20
1421,Virgin Atlantic,NYC,PAR,16h 04m ,1 stop ,386.67,2022-03-20,2022,3,20
1422,Virgin Atlantic,NYC,PAR,16h 55m ,1 stop ,386.67,2022-03-20,2022,3,20
1423,Virgin Atlantic,NYC,PAR,17h 05m ,1 stop ,386.67,2022-03-20,2022,3,20
1424,Virgin Atlantic,NYC,PAR,18h 25m ,1 stop ,386.67,2022-03-20,2022,3,20
1425,Austrian Airlines,NYC,PAR,15h 10m ,1 stop ,388.0,2022-03-20,2022,3,20
1426,Austrian Airlines,NYC,PAR,19h 20m ,1 stop ,388.0,2022-03-20,2022,3,20
1427,Austrian Airlines,NYC,PAR,19h 35m ,1 stop ,388.0,2022-03-20,2022,3,20
1428,KLM,NYC,PAR,14h 20m ,1 stop ,394.67,2022-03-20,2022,3,20
1429,KLM,NYC,PAR,14h 40m ,1 stop ,394.67,2022-03-20,2022,3,20
1430,KLM,NYC,PAR,15h 35m ,1 stop ,394.67,2022-03-20,2022,3,20
1431,KLM,NYC,PAR,15h 55m ,1 stop ,394.67,2022-03-20,2022,3,20
1432,KLM,NYC,PAR,17h 00m ,1 stop ,394.67,2022-03-20,2022,3,20
1433,"American Airlines, Finnair",NYC,PAR,13h 50m ,1 stop ,398.67,2022-03-20,2022,3,20
1434,"American Airlines, Finnair",NYC,PAR,14h 20m ,1 stop ,398.67,2022-03-20,2022,3,20
1435,"American Airlines, Finnair",NYC,PAR,15h 45m ,1 stop ,398.67,2022-03-20,2022,3,20
1436,"American Airlines, Finnair",NYC,PAR,15h 50m ,1 stop ,398.67,2022-03-20,2022,3,20
1437,"American Airlines, Finnair",NYC,PAR,16h 10m ,1 stop ,398.67,2022-03-20,2022,3,20
1438,British Airways,NYC,PAR,18h 20m ,1 stop ,399.2,2022-03-20,2022,3,20
1439,Aeroflot,NYC,PAR,17h 00m ,1 stop ,401.87,2022-03-20,2022,3,20
1440,Iberia,NYC,PAR,13h 25m ,1 stop ,403.47,2022-03-20,2022,3,20
1441,TAP AIR PORTUGAL,NYC,PAR,19h 00m ,1 stop ,407.47,2022-03-20,2022,3,20
1442,Finnair,NYC,PAR,12h 20m ,1 stop ,409.87,2022-03-20,2022,3,20
1443,Finnair,NYC,PAR,16h 35m ,1 stop ,409.87,2022-03-20,2022,3,20
1444,Icelandair,NYC,PAR,10h 30m ,1 stop ,429.33,2022-03-20,2022,3,20
1445,Icelandair,NYC,PAR,10h 35m ,1 stop ,429.33,2022-03-20,2022,3,20
1446,Air France,NYC,PAR,15h 25m ,1 stop ,440.0,2022-03-20,2022,3,20
1447,Aeroflot,NYC,PAR,17h 40m ,1 stop ,443.2,2022-03-20,2022,3,20
1448,Royal Air Maroc,NYC,PAR,13h 15m ,1 stop ,443.47,2022-03-20,2022,3,20
1449,Royal Air Maroc,NYC,PAR,14h 50m ,1 stop ,443.47,2022-03-20,2022,3,20
1450,Royal Air Maroc,NYC,PAR,15h 10m ,1 stop ,443.47,2022-03-20,2022,3,20
1451,Royal Air Maroc,NYC,PAR,19h 30m ,1 stop ,443.47,2022-03-20,2022,3,20
1452,Air France,NYC,PAR,15h 10m ,1 stop ,450.67,2022-03-20,2022,3,20
1453,"American Airlines, Finnair",NYC,PAR,14h 15m ,1 stop ,460.8,2022-03-20,2022,3,20
1454,"American Airlines, Finnair",NYC,PAR,16h 10m ,1 stop ,460.8,2022-03-20,2022,3,20
1455,SWISS,NYC,PAR,15h 25m ,1 stop ,462.93,2022-03-20,2022,3,20
1456,Delta,NYC,PAR,13h 50m ,1 stop ,493.33,2022-03-20,2022,3,20
1457,SAS,NYC,PAR,18h 55m ,1 stop ,495.73,2022-03-20,2022,3,20
1458,KLM,NYC,PAR,12h 15m ,1 stop ,500.8,2022-03-20,2022,3,20
1459,SAS,NYC,PAR,19h 35m ,1 stop ,501.6,2022-03-20,2022,3,20
1460,SWISS,NYC,PAR,11h 35m ,1 stop ,515.47,2022-03-20,2022,3,20
1461,American Airlines,NYC,PAR,13h 10m ,1 stop ,532.0,2022-03-20,2022,3,20
1462,SWISS,NYC,PAR,13h 55m ,1 stop ,552.8,2022-03-20,2022,3,20
1463,Aer Lingus,NYC,PAR,9h 35m ,1 stop ,563.47,2022-03-20,2022,3,20
1464,Delta,NYC,PAR,10h 11m ,1 stop ,568.0,2022-03-20,2022,3,20
1465,Delta,NYC,PAR,11h 10m ,1 stop ,568.0,2022-03-20,2022,3,20
1466,Delta,NYC,PAR,11h 30m ,1 stop ,568.0,2022-03-20,2022,3,20
