,Airline,Source,Destination,Duration,Total stops,Price,Date,Year,Month,Day
1543,"Lufthansa, Aeroflot",NYC,SVO,24h 00m ,1 stop ,6011.73,2022-03-07,2022,3,7
1544,Aeroflot,NYC,SVO,9h 00m ,nonstop ,318.13,2022-03-13,2022,3,13
1545,Aeroflot,NYC,SVO,9h 00m ,nonstop ,318.13,2022-03-13,2022,3,13
1546,Delta,NYC,SVO,11h 30m ,1 stop ,372.53,2022-03-13,2022,3,13
1547,Delta,NYC,SVO,13h 30m ,1 stop ,372.53,2022-03-13,2022,3,13
1548,Delta,NYC,SVO,12h 35m ,1 stop ,445.07,2022-03-13,2022,3,13
1549,Delta,NYC,SVO,13h 35m ,1 stop ,445.07,2022-03-13,2022,3,13
1550,KLM,NYC,SVO,11h 30m ,1 stop ,686.93,2022-03-13,2022,3,13
1551,Delta,NYC,SVO,14h 05m ,2 stops ,449.6,2022-03-13,2022,3,13
1552,KLM,NYC,SVO,13h 30m ,1 stop ,686.93,2022-03-13,2022,3,13
1553,Air France,NYC,SVO,12h 35m ,1 stop ,691.47,2022-03-13,2022,3,13
1554,Air France,NYC,SVO,13h 35m ,1 stop ,694.67,2022-03-13,2022,3,13
1555,"KLM, Aeroflot",NYC,SVO,12h 50m ,1 stop ,815.73,2022-03-13,2022,3,13
1556,LOT,NYC,SVO,13h 30m ,1 stop ,877.6,2022-03-13,2022,3,13
1557,LOT,NYC,SVO,13h 35m ,1 stop ,877.6,2022-03-13,2022,3,13
1558,Air France,NYC,SVO,14h 05m ,1 stop ,960.8,2022-03-13,2022,3,13
1559,Aeroflot,NYC,SVO,9h 00m ,nonstop ,351.73,2022-03-17,2022,3,17
1560,Delta,NYC,SVO,11h 30m ,1 stop ,372.53,2022-03-17,2022,3,17
1561,Delta,NYC,SVO,13h 30m ,1 stop ,372.53,2022-03-17,2022,3,17
1562,Delta,NYC,SVO,13h 50m ,1 stop ,377.07,2022-03-17,2022,3,17
1563,Air Serbia,NYC,SVO,13h 50m ,1 stop ,422.93,2022-03-17,2022,3,17
1564,Delta,NYC,SVO,12h 50m ,1 stop ,445.07,2022-03-17,2022,3,17
1565,"American Airlines, Finnair",NYC,SVO,12h 20m ,1 stop ,516.0,2022-03-17,2022,3,17
1566,KLM,NYC,SVO,11h 30m ,1 stop ,628.8,2022-03-17,2022,3,17
1567,KLM,NYC,SVO,13h 30m ,1 stop ,628.8,2022-03-17,2022,3,17
1568,Air France,NYC,SVO,14h 05m ,1 stop ,683.47,2022-03-17,2022,3,17
1569,"KLM, Aeroflot",NYC,SVO,12h 50m ,1 stop ,894.13,2022-03-17,2022,3,17
1570,LOT,NYC,SVO,13h 30m ,1 stop ,936.53,2022-03-17,2022,3,17
1571,LOT,NYC,SVO,13h 35m ,1 stop ,936.53,2022-03-17,2022,3,17
1572,LOT,NYC,SVO,14h 05m ,1 stop ,1226.67,2022-03-17,2022,3,17
1573,LOT,NYC,SVO,14h 10m ,1 stop ,1226.67,2022-03-17,2022,3,17
1574,Delta,NYC,SVO,16h 00m ,2 stops ,377.07,2022-03-17,2022,3,17
1575,Delta,NYC,SVO,16h 30m ,2 stops ,377.07,2022-03-17,2022,3,17
1576,Delta,NYC,SVO,16h 50m ,2 stops ,377.07,2022-03-17,2022,3,17
1577,Delta,NYC,SVO,17h 01m ,2 stops ,377.07,2022-03-17,2022,3,17
1578,Delta,NYC,SVO,18h 00m ,2 stops ,377.07,2022-03-17,2022,3,17
1579,Delta,NYC,SVO,18h 50m ,2 stops ,377.07,2022-03-17,2022,3,17
1580,Delta,NYC,SVO,18h 50m ,2 stops ,377.07,2022-03-17,2022,3,17
1581,Delta,NYC,SVO,18h 55m ,2 stops ,377.07,2022-03-17,2022,3,17
1582,Delta,NYC,SVO,19h 01m ,2 stops ,377.07,2022-03-17,2022,3,17
1583,Delta,NYC,SVO,17h 10m ,2 stops ,381.6,2022-03-17,2022,3,17
1584,Delta,NYC,SVO,18h 00m ,2 stops ,381.6,2022-03-17,2022,3,17
1585,Delta,NYC,SVO,18h 35m ,2 stops ,381.6,2022-03-17,2022,3,17
1586,Delta,NYC,SVO,19h 05m ,2 stops ,381.6,2022-03-17,2022,3,17
1587,Delta,NYC,SVO,19h 25m ,2 stops ,381.6,2022-03-17,2022,3,17
1588,"SWISS, Aeroflot",NYC,SVO,16h 35m ,2 stops ,390.13,2022-03-17,2022,3,17
1589,"SWISS, Aeroflot",NYC,SVO,17h 35m ,2 stops ,390.13,2022-03-17,2022,3,17
1590,"SWISS, Aeroflot",NYC,SVO,18h 10m ,2 stops ,390.13,2022-03-17,2022,3,17
1591,Delta,NYC,SVO,16h 01m ,2 stops ,445.07,2022-03-17,2022,3,17
1592,Delta,NYC,SVO,16h 45m ,2 stops ,445.07,2022-03-17,2022,3,17
1593,Delta,NYC,SVO,18h 00m ,2 stops ,445.07,2022-03-17,2022,3,17
1594,Delta,NYC,SVO,18h 20m ,2 stops ,445.07,2022-03-17,2022,3,17
1595,Delta,NYC,SVO,17h 15m ,2 stops ,449.6,2022-03-17,2022,3,17
1596,Delta,NYC,SVO,17h 35m ,2 stops ,449.6,2022-03-17,2022,3,17
1597,Delta,NYC,SVO,16h 00m ,2 stops ,484.8,2022-03-17,2022,3,17
1598,Delta,NYC,SVO,17h 15m ,2 stops ,489.6,2022-03-17,2022,3,17
1599,"Lufthansa, Finnair",NYC,SVO,15h 20m ,2 stops ,537.07,2022-03-17,2022,3,17
1600,Air France,NYC,SVO,20h 40m ,1 stop ,628.0,2022-03-17,2022,3,17
1601,KLM,NYC,SVO,13h 30m ,1 stop ,628.8,2022-03-17,2022,3,17
1602,KLM,NYC,SVO,14h 25m ,1 stop ,628.8,2022-03-17,2022,3,17
1603,KLM,NYC,SVO,16h 30m ,1 stop ,628.8,2022-03-17,2022,3,17
1604,KLM,NYC,SVO,20h 25m ,1 stop ,628.8,2022-03-17,2022,3,17
1605,"Singapore Airlines, Aeroflot",NYC,SVO,15h 05m ,1 stop ,631.47,2022-03-17,2022,3,17
1606,Air France,NYC,SVO,19h 40m ,1 stop ,633.6,2022-03-17,2022,3,17
1607,Air France,NYC,SVO,15h 05m ,1 stop ,678.4,2022-03-17,2022,3,17
1608,Air France,NYC,SVO,16h 05m ,1 stop ,678.4,2022-03-17,2022,3,17
1609,Air France,NYC,SVO,18h 05m ,1 stop ,678.4,2022-03-17,2022,3,17
1610,Air France,NYC,SVO,18h 25m ,1 stop ,678.4,2022-03-17,2022,3,17
1611,Air France,NYC,SVO,19h 05m ,1 stop ,678.4,2022-03-17,2022,3,17
1612,Air France,NYC,SVO,19h 25m ,1 stop ,678.4,2022-03-17,2022,3,17
1613,Air France,NYC,SVO,14h 05m ,1 stop ,683.47,2022-03-17,2022,3,17
1614,Air France,NYC,SVO,17h 05m ,1 stop ,683.47,2022-03-17,2022,3,17
1615,Air France,NYC,SVO,17h 25m ,1 stop ,683.47,2022-03-17,2022,3,17
1616,Air France,NYC,SVO,20h 25m ,1 stop ,683.47,2022-03-17,2022,3,17
1617,"Finnair, Aeroflot",NYC,SVO,15h 15m ,1 stop ,741.33,2022-03-17,2022,3,17
1618,"KLM, Aeroflot",NYC,SVO,12h 50m ,1 stop ,760.27,2022-03-17,2022,3,17
1619,"KLM, Aeroflot",NYC,SVO,15h 45m ,1 stop ,760.27,2022-03-17,2022,3,17
1620,"Emirates, Aeroflot",NYC,SVO,17h 05m ,1 stop ,770.13,2022-03-17,2022,3,17
1621,LOT,NYC,SVO,13h 35m ,1 stop ,877.6,2022-03-17,2022,3,17
1622,"Spirit Airlines, Aeroflot",NYC,SVO,19h 15m ,1 stop ,893.33,2022-03-17,2022,3,17
1623,LOT,NYC,SVO,14h 05m ,1 stop ,1187.2,2022-03-17,2022,3,17
1624,LOT,NYC,SVO,14h 10m ,1 stop ,1187.2,2022-03-17,2022,3,17
1625,"SWISS, Aeroflot",NYC,SVO,19h 05m ,2 stops ,390.13,2022-03-17,2022,3,17
1626,"SWISS, Aeroflot",NYC,SVO,20h 10m ,2 stops ,390.13,2022-03-17,2022,3,17
1627,"Lufthansa, Aeroflot",NYC,SVO,19h 10m ,2 stops ,411.47,2022-03-17,2022,3,17
1628,"Lufthansa, Aeroflot",NYC,SVO,20h 15m ,2 stops ,411.47,2022-03-17,2022,3,17
1629,Delta,NYC,SVO,19h 01m ,2 stops ,445.07,2022-03-17,2022,3,17
1630,Delta,NYC,SVO,18h 50m ,2 stops ,449.6,2022-03-17,2022,3,17
1631,Delta,NYC,SVO,19h 05m ,2 stops ,449.6,2022-03-17,2022,3,17
1632,Multiple Airlines,NYC,SVO,20h 30m ,3 stops ,482.67,2022-03-17,2022,3,17
1633,Delta,NYC,SVO,18h 00m ,2 stops ,484.8,2022-03-17,2022,3,17
1634,Aeroflot,NYC,SVO,9h 00m ,nonstop ,319.47,2022-03-23,2022,3,23
1635,Delta,NYC,SVO,11h 30m ,1 stop ,372.53,2022-03-23,2022,3,23
1636,"American Airlines, Finnair",NYC,SVO,12h 20m ,1 stop ,516.0,2022-03-23,2022,3,23
1637,KLM,NYC,SVO,13h 30m ,1 stop ,628.8,2022-03-23,2022,3,23
1638,Air France,NYC,SVO,13h 50m ,1 stop ,644.53,2022-03-23,2022,3,23
1639,"Icelandair, Finnair",NYC,SVO,16h 40m ,2 stops ,2607.73,2022-03-23,2022,3,23
1640,Brussels Airlines,NYC,SVO,13h 20m ,1 stop ,326.4,2022-04-02,2022,4,2
1641,Brussels Airlines,NYC,SVO,13h 20m ,1 stop ,443.2,2022-04-02,2022,4,2
1642,Air Serbia,NYC,SVO,18h 10m ,1 stop ,422.93,2022-04-02,2022,4,2
1643,"American Airlines, Finnair",NYC,SVO,10h 45m ,1 stop ,729.6,2022-04-02,2022,4,2
1644,Brussels Airlines,NYC,SVO,13h 20m ,1 stop ,326.4,2022-04-12,2022,4,12
1645,"United Airlines, Brussels Airlines",NYC,SVO,13h 20m ,1 stop ,337.07,2022-04-12,2022,4,12
1646,Delta,NYC,SVO,13h 35m ,1 stop ,440.53,2022-04-12,2022,4,12
1647,Delta,NYC,SVO,12h 45m ,1 stop ,445.07,2022-04-12,2022,4,12
1648,Delta,NYC,SVO,13h 15m ,1 stop ,445.07,2022-04-12,2022,4,12
1649,Delta,NYC,SVO,13h 45m ,1 stop ,445.07,2022-04-12,2022,4,12
1650,Delta,NYC,SVO,14h 15m ,1 stop ,485.07,2022-04-12,2022,4,12
1651,Air France,NYC,SVO,12h 25m ,1 stop ,633.6,2022-04-12,2022,4,12
1652,Finnair,NYC,SVO,10h 45m ,1 stop ,667.47,2022-04-12,2022,4,12
1653,"American Airlines, Finnair",NYC,SVO,10h 45m ,1 stop ,729.6,2022-04-12,2022,4,12
1654,LOT,NYC,SVO,12h 30m ,1 stop ,744.8,2022-04-12,2022,4,12
1655,LOT,NYC,SVO,13h 55m ,1 stop ,936.53,2022-04-12,2022,4,12
1656,Qatar Airways,NYC,SVO,23h 50m ,1 stop ,1992.27,2022-04-12,2022,4,12
1657,"United Airlines, Air France",NYC,SVO,12h 35m ,1 stop ,5560.0,2022-04-12,2022,4,12
1658,Brussels Airlines,NYC,SVO,13h 20m ,1 stop ,326.4,2022-04-17,2022,4,17
1659,Delta,NYC,SVO,13h 35m ,1 stop ,440.53,2022-04-17,2022,4,17
1660,"American Airlines, Finnair",NYC,SVO,10h 45m ,1 stop ,2124.8,2022-04-17,2022,4,17
1661,Brussels Airlines,NYC,SVO,13h 20m ,1 stop ,328.0,2022-04-20,2022,4,20
1662,"United Airlines, Brussels Airlines",NYC,SVO,13h 20m ,1 stop ,337.07,2022-04-20,2022,4,20
1663,Delta,NYC,SVO,13h 35m ,1 stop ,440.53,2022-04-20,2022,4,20
1664,Delta,NYC,SVO,12h 45m ,1 stop ,445.07,2022-04-20,2022,4,20
1665,Delta,NYC,SVO,13h 15m ,1 stop ,445.07,2022-04-20,2022,4,20
1666,Delta,NYC,SVO,13h 45m ,1 stop ,485.07,2022-04-20,2022,4,20
1667,Delta,NYC,SVO,14h 15m ,1 stop ,485.07,2022-04-20,2022,4,20
1668,Finnair,NYC,SVO,10h 45m ,1 stop ,573.87,2022-04-20,2022,4,20
1669,Air France,NYC,SVO,12h 25m ,1 stop ,627.73,2022-04-20,2022,4,20
1670,"American Airlines, Finnair",NYC,SVO,10h 45m ,1 stop ,729.6,2022-04-20,2022,4,20
1671,LOT,NYC,SVO,13h 15m ,1 stop ,901.07,2022-04-20,2022,4,20
1672,"Icelandair, Finnair",NYC,SVO,15h 50m ,2 stops ,1127.47,2022-04-20,2022,4,20
1673,Qatar Airways,NYC,SVO,19h 10m ,1 stop ,1890.13,2022-04-20,2022,4,20
1674,"Lufthansa, Air France",NYC,SVO,12h 35m ,1 stop ,5502.13,2022-04-20,2022,4,20
1675,"United Airlines, Air France",NYC,SVO,12h 35m ,1 stop ,5560.0,2022-04-20,2022,4,20
1676,Brussels Airlines,NYC,SVO,13h 20m ,1 stop ,406.67,2022-04-21,2022,4,21
1677,"United Airlines, Brussels Airlines",NYC,SVO,13h 20m ,1 stop ,417.07,2022-04-21,2022,4,21
1678,Delta,NYC,SVO,13h 35m ,1 stop ,520.27,2022-04-21,2022,4,21
1679,Delta,NYC,SVO,13h 15m ,1 stop ,525.07,2022-04-21,2022,4,21
1680,Finnair,NYC,SVO,10h 45m ,1 stop ,563.47,2022-04-21,2022,4,21
1681,Delta,NYC,SVO,12h 45m ,1 stop ,569.87,2022-04-21,2022,4,21
1682,Delta,NYC,SVO,13h 45m ,1 stop ,569.87,2022-04-21,2022,4,21
1683,Delta,NYC,SVO,14h 15m ,1 stop ,569.87,2022-04-21,2022,4,21
1684,"American Airlines, Finnair",NYC,SVO,10h 45m ,1 stop ,729.6,2022-04-21,2022,4,21
1685,LOT,NYC,SVO,13h 55m ,1 stop ,681.07,2022-04-21,2022,4,21
1686,Air France,NYC,SVO,12h 25m ,1 stop ,775.73,2022-04-21,2022,4,21
1687,"British Airways, Qatar Airways",NYC,SVO,31h 10m ,2 stops ,3305.33,2022-04-21,2022,4,21
1688,"Lufthansa, Air France",NYC,SVO,12h 35m ,1 stop ,5502.13,2022-04-21,2022,4,21
1689,"United Airlines, Air France",NYC,SVO,12h 35m ,1 stop ,5560.0,2022-04-21,2022,4,21
1690,Brussels Airlines,NYC,SVO,13h 20m ,1 stop ,406.67,2022-04-22,2022,4,22
1691,"United Airlines, Brussels Airlines",NYC,SVO,13h 20m ,1 stop ,417.07,2022-04-22,2022,4,22
1692,Delta,NYC,SVO,13h 35m ,1 stop ,520.27,2022-04-22,2022,4,22
1693,Delta,NYC,SVO,12h 45m ,1 stop ,525.07,2022-04-22,2022,4,22
1694,Delta,NYC,SVO,13h 15m ,1 stop ,525.07,2022-04-22,2022,4,22
1695,Delta,NYC,SVO,13h 45m ,1 stop ,569.87,2022-04-22,2022,4,22
1696,Delta,NYC,SVO,14h 15m ,1 stop ,569.87,2022-04-22,2022,4,22
1697,"American Airlines, Finnair",NYC,SVO,10h 45m ,1 stop ,729.6,2022-04-22,2022,4,22
1698,Finnair,NYC,SVO,10h 45m ,1 stop ,742.67,2022-04-22,2022,4,22
1699,Air France,NYC,SVO,12h 25m ,1 stop ,775.73,2022-04-22,2022,4,22
1700,LOT,NYC,SVO,13h 15m ,1 stop ,961.6,2022-04-22,2022,4,22
1701,"Icelandair, Finnair",NYC,SVO,15h 50m ,2 stops ,1157.33,2022-04-22,2022,4,22
1702,Qatar Airways,NYC,SVO,19h 10m ,1 stop ,1942.4,2022-04-22,2022,4,22
1703,"Lufthansa, Air France",NYC,SVO,12h 35m ,1 stop ,5502.13,2022-04-22,2022,4,22
1704,"United Airlines, Air France",NYC,SVO,12h 35m ,1 stop ,5560.0,2022-04-22,2022,4,22
1705,LOT,NYC,SVO,13h 15m ,1 stop ,603.2,2022-04-22,2022,4,22
1706,"American Airlines, Finnair",NYC,SVO,10h 45m ,1 stop ,729.6,2022-04-22,2022,4,22
1707,Finnair,NYC,SVO,10h 45m ,1 stop ,742.67,2022-04-22,2022,4,22
1708,Delta,NYC,SVO,18h 15m ,1 stop ,569.87,2022-04-22,2022,4,22
1709,Delta,NYC,SVO,18h 35m ,1 stop ,569.87,2022-04-22,2022,4,22
1710,LOT,NYC,SVO,17h 00m ,1 stop ,662.67,2022-04-22,2022,4,22
1711,LOT,NYC,SVO,14h 45m ,1 stop ,695.2,2022-04-22,2022,4,22
1712,Air France,NYC,SVO,12h 25m ,1 stop ,775.73,2022-04-22,2022,4,22
1713,KLM,NYC,SVO,14h 35m ,1 stop ,777.07,2022-04-22,2022,4,22
1714,"American Airlines, Finnair",NYC,SVO,17h 15m ,1 stop ,729.6,2022-04-22,2022,4,22
1715,Finnair,NYC,SVO,17h 15m ,1 stop ,742.67,2022-04-22,2022,4,22
1716,Brussels Airlines,NYC,SVO,15h 50m ,2 stops ,440.53,2022-04-22,2022,4,22
1717,Delta,NYC,SVO,15h 05m ,2 stops ,524.8,2022-04-22,2022,4,22
1718,Delta,NYC,SVO,15h 35m ,2 stops ,524.8,2022-04-22,2022,4,22
1719,Delta,NYC,SVO,15h 55m ,2 stops ,524.8,2022-04-22,2022,4,22
1720,Delta,NYC,SVO,17h 05m ,2 stops ,524.8,2022-04-22,2022,4,22
1721,Delta,NYC,SVO,17h 40m ,2 stops ,524.8,2022-04-22,2022,4,22
1722,Delta,NYC,SVO,15h 15m ,2 stops ,529.33,2022-04-22,2022,4,22
1723,Delta,NYC,SVO,15h 45m ,2 stops ,529.33,2022-04-22,2022,4,22
1724,Delta,NYC,SVO,15h 46m ,2 stops ,529.33,2022-04-22,2022,4,22
1725,Delta,NYC,SVO,16h 05m ,2 stops ,529.33,2022-04-22,2022,4,22
1726,Delta,NYC,SVO,16h 45m ,2 stops ,529.33,2022-04-22,2022,4,22
1727,Delta,NYC,SVO,17h 15m ,2 stops ,529.33,2022-04-22,2022,4,22
1728,Delta,NYC,SVO,17h 15m ,2 stops ,529.33,2022-04-22,2022,4,22
1729,"United Airlines, Brussels Airlines",NYC,SVO,15h 50m ,2 stops ,573.33,2022-04-22,2022,4,22
1730,Delta,NYC,SVO,17h 55m ,2 stops ,524.8,2022-04-22,2022,4,22
1731,Delta,NYC,SVO,17h 55m ,2 stops ,524.8,2022-04-22,2022,4,22
1732,Delta,NYC,SVO,18h 00m ,2 stops ,529.33,2022-04-22,2022,4,22
1733,Delta,NYC,SVO,18h 20m ,2 stops ,529.33,2022-04-22,2022,4,22
1734,Delta,NYC,SVO,18h 45m ,2 stops ,529.33,2022-04-22,2022,4,22
1735,"Lufthansa, Aeroflot",NYC,SVO,15h 15m ,2 stops ,545.33,2022-04-22,2022,4,22
1736,"Lufthansa, Aeroflot",NYC,SVO,16h 25m ,2 stops ,545.33,2022-04-22,2022,4,22
1737,"Lufthansa, Aeroflot",NYC,SVO,17h 10m ,2 stops ,545.33,2022-04-22,2022,4,22
1738,Delta,NYC,SVO,17h 05m ,2 stops ,569.87,2022-04-22,2022,4,22
1739,Delta,NYC,SVO,18h 06m ,2 stops ,569.87,2022-04-22,2022,4,22
1740,Delta,NYC,SVO,17h 15m ,2 stops ,719.2,2022-04-22,2022,4,22
1741,"American Airlines, Finnair",NYC,SVO,15h 15m ,2 stops ,734.13,2022-04-22,2022,4,22
1742,"American Airlines, Finnair",NYC,SVO,15h 21m ,2 stops ,734.13,2022-04-22,2022,4,22
1743,"American Airlines, Finnair",NYC,SVO,15h 39m ,2 stops ,734.13,2022-04-22,2022,4,22
1744,"American Airlines, Finnair",NYC,SVO,16h 15m ,2 stops ,734.13,2022-04-22,2022,4,22
1745,"American Airlines, Finnair",NYC,SVO,17h 15m ,2 stops ,734.13,2022-04-22,2022,4,22
1746,"American Airlines, Finnair",NYC,SVO,18h 41m ,2 stops ,734.13,2022-04-22,2022,4,22
1747,Delta,NYC,SVO,18h 06m ,2 stops ,789.6,2022-04-22,2022,4,22
1748,Delta,NYC,SVO,16h 16m ,2 stops ,794.13,2022-04-22,2022,4,22
1749,Finnair,NYC,SVO,16h 10m ,2 stops ,861.33,2022-04-22,2022,4,22
1750,Finnair,NYC,SVO,16h 45m ,2 stops ,861.33,2022-04-22,2022,4,22
1751,Finnair,NYC,SVO,16h 55m ,2 stops ,861.33,2022-04-22,2022,4,22
1752,KLM,NYC,SVO,14h 05m ,2 stops ,892.8,2022-04-22,2022,4,22
1753,KLM,NYC,SVO,15h 05m ,2 stops ,892.8,2022-04-22,2022,4,22
1754,"Lufthansa, Aeroflot",NYC,SVO,17h 55m ,3 stops ,585.87,2022-04-22,2022,4,22
1755,"Lufthansa, Aeroflot",NYC,SVO,17h 55m ,3 stops ,585.87,2022-04-22,2022,4,22
1756,Finnair,NYC,SVO,17h 45m ,2 stops ,858.13,2022-04-22,2022,4,22
1757,Finnair,NYC,SVO,17h 45m ,2 stops ,858.13,2022-04-22,2022,4,22
1758,Finnair,NYC,SVO,17h 20m ,2 stops ,861.33,2022-04-22,2022,4,22
1759,Finnair,NYC,SVO,17h 50m ,2 stops ,861.33,2022-04-22,2022,4,22
1760,Finnair,NYC,SVO,18h 10m ,2 stops ,861.33,2022-04-22,2022,4,22
1761,KLM,NYC,SVO,18h 40m ,2 stops ,959.2,2022-04-22,2022,4,22
1762,KLM,NYC,SVO,18h 40m ,2 stops ,959.2,2022-04-22,2022,4,22
1763,KLM,NYC,SVO,18h 40m ,2 stops ,959.2,2022-04-22,2022,4,22
1764,KLM,NYC,SVO,14h 35m ,2 stops ,1016.0,2022-04-22,2022,4,22
1765,"Icelandair, Finnair",NYC,SVO,15h 50m ,2 stops ,1157.33,2022-04-22,2022,4,22
1766,Delta,NYC,SVO,16h 10m ,2 stops ,1266.4,2022-04-22,2022,4,22
1767,Delta,NYC,SVO,16h 30m ,2 stops ,1266.4,2022-04-22,2022,4,22
1768,Qatar Airways,NYC,SVO,19h 10m ,1 stop ,1942.4,2022-04-22,2022,4,22
1769,"American Airlines, Finnair",NYC,SVO,16h 45m ,2 stops ,2735.73,2022-04-22,2022,4,22
1770,"United Airlines, airBaltic",NYC,SVO,18h 20m ,2 stops ,3106.13,2022-04-22,2022,4,22
1771,"United Airlines, LOT",NYC,SVO,18h 10m ,2 stops ,3150.13,2022-04-22,2022,4,22
1772,Multiple Airlines,NYC,SVO,17h 05m ,2 stops ,3157.6,2022-04-22,2022,4,22
1773,Multiple Airlines,NYC,SVO,18h 40m ,2 stops ,3157.6,2022-04-22,2022,4,22
1774,"United Airlines, Finnair",NYC,SVO,18h 15m ,2 stops ,3274.67,2022-04-22,2022,4,22
1775,"United Airlines, Finnair",NYC,SVO,16h 20m ,2 stops ,3279.2,2022-04-22,2022,4,22
1776,"United Airlines, Finnair",NYC,SVO,17h 20m ,2 stops ,3279.2,2022-04-22,2022,4,22
1777,"United Airlines, Finnair",NYC,SVO,18h 20m ,2 stops ,3279.2,2022-04-22,2022,4,22
1778,"United Airlines, Finnair",NYC,SVO,17h 45m ,2 stops ,3281.33,2022-04-22,2022,4,22
1779,"United Airlines, Finnair",NYC,SVO,17h 45m ,2 stops ,3281.33,2022-04-22,2022,4,22
1780,"United Airlines, Finnair",NYC,SVO,16h 40m ,2 stops ,3294.67,2022-04-22,2022,4,22
1781,"United Airlines, Finnair",NYC,SVO,18h 15m ,2 stops ,3294.67,2022-04-22,2022,4,22
1782,Multiple Airlines,NYC,SVO,18h 15m ,2 stops ,3294.67,2022-04-22,2022,4,22
1783,Multiple Airlines,NYC,SVO,15h 15m ,2 stops ,3939.2,2022-04-22,2022,4,22
1784,Multiple Airlines,NYC,SVO,15h 20m ,2 stops ,3939.2,2022-04-22,2022,4,22
1785,Multiple Airlines,NYC,SVO,16h 00m ,2 stops ,3939.2,2022-04-22,2022,4,22
1786,Multiple Airlines,NYC,SVO,16h 15m ,2 stops ,4445.6,2022-04-22,2022,4,22
1787,Multiple Airlines,NYC,SVO,17h 00m ,2 stops ,4445.6,2022-04-22,2022,4,22
1788,Multiple Airlines,NYC,SVO,18h 40m ,2 stops ,4445.6,2022-04-22,2022,4,22
1789,"United Airlines, Air France",NYC,SVO,15h 45m ,2 stops ,4523.73,2022-04-22,2022,4,22
1790,"United Airlines, Air France",NYC,SVO,16h 45m ,2 stops ,4523.73,2022-04-22,2022,4,22
1791,"Lufthansa, Air France",NYC,SVO,12h 35m ,1 stop ,5502.13,2022-04-22,2022,4,22
1792,"United Airlines, Air France",NYC,SVO,12h 35m ,1 stop ,5560.0,2022-04-22,2022,4,22
1793,"United Airlines, Air France",NYC,SVO,16h 05m ,1 stop ,5560.0,2022-04-22,2022,4,22
1794,Multiple Airlines,NYC,SVO,14h 25m ,2 stops ,5629.6,2022-04-22,2022,4,22
1795,"Lufthansa, KLM",NYC,SVO,15h 00m ,1 stop ,7912.53,2022-04-22,2022,4,22
1796,"Lufthansa, KLM",NYC,SVO,14h 25m ,2 stops ,7975.73,2022-04-22,2022,4,22
1797,"Lufthansa, KLM",NYC,SVO,14h 05m ,2 stops ,7979.2,2022-04-22,2022,4,22
1798,Brussels Airlines,NYC,SVO,15h 50m ,2 stops ,478.67,2022-04-23,2022,4,23
1799,Brussels Airlines,NYC,SVO,13h 20m ,1 stop ,405.07,2022-04-23,2022,4,23
1800,Multiple Airlines,NYC,SVO,23h 40m ,3 stops ,394.4,2022-04-23,2022,4,23
1801,Air Serbia,NYC,SVO,18h 10m ,1 stop ,491.47,2022-04-23,2022,4,23
1802,Delta,NYC,SVO,13h 35m ,1 stop ,520.27,2022-04-23,2022,4,23
1803,Delta,NYC,SVO,14h 35m ,1 stop ,520.27,2022-04-23,2022,4,23
1804,Delta,NYC,SVO,15h 35m ,1 stop ,520.27,2022-04-23,2022,4,23
1805,Delta,NYC,SVO,16h 35m ,1 stop ,520.27,2022-04-23,2022,4,23
1806,Delta,NYC,SVO,12h 45m ,1 stop ,525.07,2022-04-23,2022,4,23
1807,Delta,NYC,SVO,13h 15m ,1 stop ,525.07,2022-04-23,2022,4,23
1808,Delta,NYC,SVO,16h 15m ,1 stop ,525.07,2022-04-23,2022,4,23
1809,Finnair,NYC,SVO,10h 45m ,1 stop ,563.2,2022-04-23,2022,4,23
1810,Delta,NYC,SVO,13h 45m ,1 stop ,569.87,2022-04-23,2022,4,23
1811,Delta,NYC,SVO,14h 15m ,1 stop ,569.87,2022-04-23,2022,4,23
1812,Delta,NYC,SVO,14h 45m ,1 stop ,569.87,2022-04-23,2022,4,23
1813,Delta,NYC,SVO,15h 15m ,1 stop ,569.87,2022-04-23,2022,4,23
1814,Delta,NYC,SVO,17h 15m ,1 stop ,569.87,2022-04-23,2022,4,23
1815,Delta,NYC,SVO,17h 15m ,1 stop ,569.87,2022-04-23,2022,4,23
1816,Delta,NYC,SVO,18h 15m ,1 stop ,569.87,2022-04-23,2022,4,23
1817,Delta,NYC,SVO,18h 35m ,1 stop ,569.87,2022-04-23,2022,4,23
1818,LOT,NYC,SVO,14h 45m ,1 stop ,603.2,2022-04-23,2022,4,23
1819,"United Airlines, Brussels Airlines",NYC,SVO,13h 20m ,1 stop ,609.33,2022-04-23,2022,4,23
1820,LOT,NYC,SVO,11h 20m ,1 stop ,662.67,2022-04-23,2022,4,23
1821,"American Airlines, Finnair",NYC,SVO,10h 45m ,1 stop ,729.6,2022-04-23,2022,4,23
1822,"American Airlines, Finnair",NYC,SVO,17h 15m ,1 stop ,729.6,2022-04-23,2022,4,23
1823,Finnair,NYC,SVO,17h 15m ,1 stop ,742.67,2022-04-23,2022,4,23
1824,KLM,NYC,SVO,14h 35m ,1 stop ,777.07,2022-04-23,2022,4,23
1825,KLM,NYC,SVO,15h 35m ,1 stop ,777.07,2022-04-23,2022,4,23
1826,LOT,NYC,SVO,17h 20m ,1 stop ,961.6,2022-04-23,2022,4,23
